758,سكين,sikkin,knife,noun
759,شوكة,shawkah,fork,noun
760,ثلاجة,thallaja,refrigerator,noun
761,رأي عام,ra-y amm,public opinion,noun
762,فرن,furn,oven,noun
763,انتخاب,intikhab,election;choice,noun
764,ملابس,malabis,clothes,noun
765,قميص,qamis,shirt,noun
766,بنطال,bantal,trousers,noun
767,فستان,fustan,dress,noun
768,حذاء,hidha,shoe,noun
769,جوارب,jawarib,socks,noun
770,قبعة,qubba-a,hat,noun
771,معطف,mi-taf,coat,noun
772,حقيبة,haqiba,bag,noun
773,ساعة,sa-a,watch;clock,noun
774,نظارة,nazzara,glasses,noun
775,راتب,ratib,salary,noun
776,هاتف,hatif,phone,noun
777,سقف,saqf,ceiling;roof,noun
778,حاسوب,hasub,computer,noun
779,كمبيوتر,kumbiyutar,computer,noun
780,شاشة,shasha,screen,noun
781,سلم,sullam,stairs,noun
782,لوحة,lawha,board;panel,noun
783,آلة,ala,machine;tool,noun
784,قفل,qufl,lock,noun
785,جهاز,jihaz,device,noun
786,سيارة,sayyara,car,noun
787,حافلة,hafila,bus,noun
788,قطار,qitar,train,noun
789,وسادة,wisada,pillow,noun
790,طائرة,ta-ira,airplane,noun
791,بطانية,bataniyya,blanket,noun
792,دراجة,darraja,bicycle,noun
793,خزانة,khizana,cabinet;wardrobe,noun
794,سفينة,safina,ship,noun
795,مرآة,mir-a,mirror,noun
796,تذكرة,tadhkira,ticket,noun
797,جواز,jawaz,passport,noun
798,مهنة,mihna,profession,noun
799,حقائب,haqa-ib,bags;luggage,noun
800,مشروع,mashru,project,noun
801,وقود,wuqud,fuel,noun
802,بنزين,binzin,gasoline,noun
803,حركة,haraka,movement;traffic,noun
804,جسر,jisr,bridge,noun
805,رحلة,rihla,trip;journey,noun
806,إقامة,iqama,residence;stay,noun
807,وقت,waqt,time,noun
808,يوم,yawm,day,noun
809,أسبوع,usbu,week,noun
810,شهر,shahr,month,noun
811,سنة,sana,year,noun
812,ميناء,min-a,port,noun
813,عام,aam,year;general,noun
814,قرن,qarn,century,noun
815,دقيقة,daqiqa,minute,noun
816,ثانية,thaniya,second,noun
817,لحظة,lahza,moment,noun
818,صباح,sabah,morning,noun
819,فردي,fardi,individual,adjective
820,مساء,masa,evening,noun
821,أثبت,athbata,prove,verb
822,أدرك,adraka,realize;perceive,verb
823,أسس,assasa,establish,verb
824,أقنع,aqnaa,convince,verb
825,أنشأ,ansha-a,establish;create,verb
826,ابتكر,ibtakara,innovate,verb
827,استعد,ista-adda,prepare,verb
828,استمتع,istamtaa,enjoy,verb
829,اعترف,itarafa,admit;confess,verb
830,تفاوض,tafawada,negotiate,verb
831,جادل,jadala,argue,verb
832,شجع,shajja-a,encourage,verb
833,فسر,fassara,explain;interpret,verb
834,فضل,fadhdhala,prefer,verb
835,لخص,lakhkhassa,summarize,verb
836,ليل,layl,night,noun
837,نفى,nafa,deny,verb
838,يدرك,yudrik,realize,verb
839,يهدد,yuhaddid,threaten,verb
840,نهار,nahar,daytime,noun
841,فجر,fajr,dawn,noun
842,ظهر,zuhr,noon,noun
843,عصر,asr,afternoon;era,noun
844,بداية,bidaya,beginning,noun
845,نهاية,nihaya,end,noun
846,غد,ghad,tomorrow,noun
847,موعد,mawid,appointment;date,noun
848,عمر,umr,age;lifespan,noun
849,حياة,hayat,life,noun
850,موت,mawt,death,noun
851,ولادة,wilada,birth,noun
852,زواج,zawaj,marriage,noun
853,طلاق,talaq,divorce,noun
854,عيد,id,festival;holiday,noun
855,عطلة,utla,holiday,noun
856,مناسبة,munasaba,occasion,noun
857,عيد ميلاد,id milad,birthday,noun
858,دراسة,dirasa,study,noun
859,مدرس,mudarris,teacher,noun
860,صف,saff,class;row,noun
861,فصل,fasl,classroom;chapter,noun
862,كلية,kulliyya,college;faculty,noun
863,تخصص,takhas-sus,specialization,noun
864,مادة,madda,subject;material,noun
865,امتحان,imtihan,exam,noun
866,اختبار,ikhtibar,test,noun
867,سؤال,sual,question,noun
868,جواب,jawab,answer,noun
869,درجة,daraja,grade;degree,noun
870,شهادة,shahada,certificate,noun
871,كتاب,kitab,book,noun
872,مجلة,majalla,magazine,noun
873,جريدة,jarida,newspaper,noun
874,خبر,khabar,news,noun
875,مقال,maqal,article,noun
876,صفحة,safha,page,noun
877,كلمة,kalima,word,noun
878,جملة,jumla,sentence,noun
879,لغة,lugha,language,noun
880,حرف,harf,letter,noun
881,معنى,mana,meaning,noun
882,ترجمة,tarjama,translation,noun
883,مثال,mithal,example,noun
884,اسم,ism,name;noun,noun
885,جذر,jithr,root,noun
886,قاعدة,qa-ida,rule,noun
887,صرف,sarf,morphology,noun
888,نطق,nutq,pronunciation,noun
889,لهجة,lahja,dialect,noun
890,صحي,sihhi,health-related,adjective
891,فن,fann,art,noun
892,أدب,adab,literature,noun
893,شعر,shi-r,poetry,noun
894,رواية,riwaya,novel;narrative,noun
895,قصة,qissa,story,noun
896,فيلم,film,film,noun
897,صورة,sura,picture;image,noun
898,فيديو,fidyū,video,noun
899,تحدي,tahaddi,challenge,noun
900,موسيقى,musiqa,music,noun
901,أغنية,ughniya,song,noun
902,برنامج,barnamaj,program;show,noun
903,إذاعة,idhaa,radio broadcast,noun
904,تلفاز,tilfaz,television,noun
905,صحيفة,sahifa,newspaper,noun
906,إنترنت,internet,internet,noun
907,شبكة,shabaka,network,noun
908,رسالة,risala,message;letter,noun
909,بريد,barid,mail;post,noun
910,عنوان,unwan,title;address,noun
911,رقم,raqm,number,noun
912,قائمة,qa-ima,list,noun
913,معلومات,malumat,information,noun
914,خبرة,khibra,experience,noun
915,تجربة,tajriba,experience;experiment,noun
916,مهارة,ma-hara,skill,noun
917,فرصة,fursa,opportunity,noun
918,حاجة,haja,need,noun
919,ضرورة,darura,necessity,noun
920,موقف,mawqif,position;attitude,noun
921,إجابة,ijaba,answer,noun
922,مساعدة,musa-ada,help,noun
923,اجتماع,ijtima,meeting,noun
924,محادثة,muhadatha,conversation,noun
925,حوار,hiwar,dialogue,noun
926,نقاش,niqash,discussion,noun
927,اتصال,ittisal,contact;connection,noun
928,صداقة,sadaqa,friendship,noun
929,حب,hubb,love,noun
930,خوف,khawf,fear,noun
931,حلم,hulm,dream,noun
932,رغبة,raghba,desire,noun
933,شوق,shawq,longing,noun
934,ثقة,thiqa,trust,noun
935,إيمان,iman,faith;belief,noun
936,سر,sir,secret,noun
937,خيال,khayal,imagination,noun
938,تفكير,tafkir,thinking,noun
939,ذاكرة,dhakira,memory,noun
940,انتباه,intibah,attention,noun
941,تغيير,taghyir,change,noun
942,تركيز,tarkiz,focus,noun
943,تقدم,taqaddum,progress,noun
944,قلب,qalb,heart,noun
945,روح,ruh,spirit,noun
946,شعور,shuur,feeling,noun
947,إحساس,ihsas,sensation;feeling,noun
948,سعادة,sa-ada,happiness,noun
949,كآبة,ka-aba,depression;gloom,noun
950,سلام,salam,peace,noun
951,حرب,harb,war,noun
952,خطر,khatar,danger,noun
953,حماية,himaya,protection,noun
954,مساواة,musawa,equality,noun
955,حق,haqq,right;truth,noun
956,واجب,wajib,duty,noun
957,مستقبل,mustaqbal,future,adjective
958,دستور,dustur,constitution,noun
959,انتخابات,intikhabat,elections,noun
960,حزب,hizb,party,noun
961,برلمان,barlaman,parliament,noun
962,مجلس,majlis,council,noun
963,مرشح,murashshah,candidate,noun
964,تصويت,taswit,voting,noun
965,مجلس الوزراء,majlis al-wuzara,cabinet,noun
966,اقتصاد,iqtisad,economy,noun
967,مال,mal,money,noun
968,نقود,nuqud,cash;money,noun
969,عملة,umla,currency,noun
970,سعر,si-r,price,noun
971,مفرد,mufrad,singular;individual,adjective
972,قيمة,qima,value,noun
973,كبير,kabir,big;large,adjective
974,تكلفة,taklifa,cost,noun
975,صغير,saghir,small,adjective
976,طويل,tawil,long;tall,adjective
977,مصروف,masruf,expense,noun
978,قصير,qasir,short,adjective
979,خسارة,khasara,loss,noun
980,واسع,wasi,wide;spacious,adjective
981,دين,dayn,debt,noun
982,ضيق,dayyiq,narrow,adjective
983,قرض,qard,loan,noun
984,قريب,qarib,near,adjective
985,بنك,bank,bank,noun
986,بعيد,ba-id,far,adjective
987,حساب,hisab,account;calculation,noun
988,جديد,jadid,new,adjective
989,ميزانية,mizaniyya,budget,noun
990,قديم,qadim,old;ancient,adjective
991,تجارة,tijara,trade,noun
992,حديث,hadith,modern;recent,adjective
993,صناعة,sinaa,industry,noun
994,سريع,sari,fast,adjective
995,إنتاج,intaj,production,noun
996,كامل,kamil,complete,adjective
997,بطيء,bati,slow,adjective
998,استهلاك,istihlak,consumption,noun
999,ضعيف,da-if,weak,adjective
1000,استثمار,istithmar,investment,noun
1001,صعب,sa-b,difficult,adjective
1002,بطالة,batala,unemployment,noun
1003,سهل,sahl,easy,adjective
1004,وظيفة,wazifa,job,noun
1005,مهم,muhimm,important,adjective
1006,ضروري,daruri,necessary,adjective
1007,ممكن,mumkin,possible,adjective
1008,إدارة,idara,management,noun
1009,مستحيل,mustahil,impossible,adjective
1010,قسم,qism,department;section,noun
1011,مختلف,mukhtalif,different,adjective
1012,عميل,amil,client,noun
1013,متشابه,mutashabih,similar,adjective
1014,زبون,zabun,customer,noun
1015,متساو,mutasawi,equal,adjective
1016,مورد,mawrid,supplier;resource,noun
1017,أفضل,afdal,better;best,adjective
1018,منتج,muntaj,product,noun
1019,أسوأ,aswa,worse;worst,adjective
1020,سلعة,sil-a,commodity;goods,noun
1021,أعلى,ala,higher,adjective
1022,بضاعة,bida-a,merchandise,noun
1023,أدنى,adna,lower,adjective
1024,فاتورة,fatura,bill;invoice,noun
1025,أول,awwal,first,adjective
1026,عقد,aqd,contract,noun
1027,رئيسي,ra-isi,main;principal,adjective
1028,صفقة,safqa,deal,noun
1029,ثانوي,thanawi,secondary,adjective
1030,اتفاق,ittifaq,agreement,noun
1031,خاص,khass,special;private,adjective
1032,توقيع,tawqi,signature,noun
1033,عامي,ammi,colloquial,adjective
1034,تأمين,ta-min,insurance,noun
1035,رسمي,rasmi,official;formal,adjective
1036,شخصي,shakhsi,personal,adjective
1037,جماعي,jama-i,collective,adjective
1038,دولي,duwali,international,adjective
1039,محلي,mahalli,local,adjective
1040,وطني,watani,national,adjective
1041,أجنبي,ajnabi,foreign,adjective
1042,عربي,arabi,Arabic,adjective
1043,إنجليزي,injilizi,English,adjective
1044,فرنسي,faransi,French,adjective
1045,ألماني,almani,German,adjective
1046,آسيوي,asiyawi,Asian,adjective
1047,أوروبي,urubi,European,adjective
1048,أمريكي,amriki,American,adjective
1049,إفريقي,ifriqi,African,adjective
1050,شرقي,sharqi,eastern,adjective
1051,غربي,gharbi,western,adjective
1052,شمالي,shimali,northern,adjective
1053,جنوبي,janubi,southern,adjective
1054,مادي,maddi,material,adjective
1055,معنوي,manawi,moral;intangible,adjective
1056,حقيقي,haqiqi,real;true,adjective
1057,خيالي,khayali,imaginary,adjective
1058,واقعي,waqi,realistic,adjective
1059,منطقي,mantiqi,logical,adjective
1060,عقلي,aqli,mental;intellectual,adjective
1061,علمي,ilmi,scientific,adjective
1062,عملي,amali,practical,adjective
1063,نظري,nazari,theoretical,adjective
1064,تقني,tiqni,technical,adjective
1065,تكنولوجي,tiknulujiy,technological,adjective
1066,رقمي,raqami,digital,adjective
1067,إلكتروني,iliktiruni,electronic,adjective
1068,بيئي,bi-i,environmental,adjective
1069,اقتصادي,iqtisadi,economic,adjective
1070,مالي,mali,financial,adjective
1071,أقرض,aqrada,lend,verb
1072,ادخر,iddakhara,save,verb
1073,اقترض,iqtarada,borrow,verb
1074,انتظر,intazara,wait,verb
1075,اهتم,ihtamma,care about,verb
1076,تجاوز,tajawaza,overcome;exceed,verb
1077,رافق,rafaqa,accompany,verb
1078,زامل,zaamala,work alongside,verb
1079,ساهم,sahama,contribute,verb
1080,سكن,sakana,live;reside,verb
1081,صدر,saddara,export,verb
1082,وزع,wazza-a,distribute,verb
1083,يتكون,yatakawwan,consist of,verb
1084,يعالج,yualij,treat;address,verb
1085,يعتمد,yatamid,depend on,verb
1086,تجاري,tijari,commercial,adjective
1087,صناعي,sina-i,industrial,adjective
1088,زراعي,zira-i,agricultural,adjective
1089,سياسي,siyasi,political,adjective
1090,قانوني,qanuni,legal,adjective
1091,مسألة,mas-ala,issue;question,noun
1092,دستوري,dusturi,constitutional,adjective
1093,قضية,qadiyya,issue;case,noun
1094,حكومي,hukumi,governmental,adjective
1095,تأثير,ta-thir,effect,noun
1096,عسكري,askari,military,adjective
1097,مدني,madani,civil,adjective
1098,اجتماعي,ijtima-i,social,adjective
1099,فرق,farq,difference,noun
1100,ثقافي,thaqafi,cultural,adjective
1101,تشابه,tashabuh,similarity,noun
1102,فني,finni,artistic;technical,adjective
1103,اختلاف,ikhtilaf,difference,noun
1104,أدبي,adabi,literary,adjective
1105,تعليمي,talimi,educational,adjective
1106,أكاديمي,akademi,academic,adjective
1107,مهني,mihani,professional,adjective
1108,عائلي,a-ili,family,adjective
1109,ديني,dini,religious,adjective
1110,طريقة,tariqa,method;way,noun
1111,إسلامي,islami,Islamic,adjective
1112,أسلوب,uslub,style;method,noun
1113,روحي,ruhi,spiritual,adjective
1114,أخلاقي,akhlaqi,ethical,adjective
1115,نفسي,nafsi,psychological,adjective
1116,غاية,ghaya,aim;ultimate goal,noun
1117,طبي,tibbi,medical,adjective
1118,غرض,gharad,purpose,noun
1119,جسدي,jasadi,bodily,adjective
1120,عملية,amaliyya,process;operation,noun
1121,لغوي,lugha wi,linguistic,adjective
1122,نحوي,nahwi,grammatical;syntactic,adjective
1123,لفظي,lafzi,verbal,adjective
1124,معجمي,mu-jami,lexical,adjective
1125,إيجابي,ijabi,positive,adjective
1126,سلبي,salbi,negative,adjective
1127,مفيد,mufid,useful,adjective
1128,أساسًا,asasan,basically,adverb
1129,أصلًا,aslan,originally;in the first place,adverb
1130,إجمالًا,ijmalan,overall,adverb
1131,بالضرورة,bid-darura,necessarily,adverb
1132,خاصة,khassa,especially,adverb
1133,عمومًا,umuman,generally,adverb
1134,فعليًا,fi-liyyan,actually,adverb
1135,ضار,darr,harmful,adjective
1136,نافع,nafi,beneficial,adjective
1137,مناسب,munasib,suitable,adjective
1138,غير مناسب,ghayr munasib,unsuitable,adjective
1139,مقبول,maqbul,acceptable,adjective
1140,مرفوض,marfud,rejected;unacceptable,adjective
1141,متاح,mutah,available,adjective
1142,مغلق,mughlaq,closed,adjective
1143,مفتوح,maftuh,open,adjective
1144,جاهز,jahiz,ready,adjective
1145,مستعد,mustaid,prepared,adjective
1146,مشغول,mashghul,busy,adjective
1147,فارغ,farigh,empty;free,adjective
1148,ممتلئ,mumtali,full,adjective
1149,سعيد,sa-id,happy,adjective
1150,حزين,hazin,sad,adjective
1151,غاضب,ghadib,angry,adjective
1152,خائف,kha-if,afraid,adjective
1153,مسرور,masrur,pleased,adjective
1154,فرحان,farhan,happy,adjective
1155,متعب,mutab,tired,adjective
1156,مريض,marid,ill,adjective
1157,جدال,jidal,argument;debate,noun
1158,سليم,salim,healthy;intact,adjective
1159,جائع,ja-i,hungry,adjective
1160,عطشان,atshan,thirsty,adjective
1161,نظيف,nazif,clean,adjective
1162,تحليل,tahlil,analysis,noun
1163,وسخ,wasikh,dirty,adjective
1164,استنتاج,istintaj,conclusion,noun
1165,جميل,jamil,beautiful,adjective
1166,قبيح,qabih,ugly,adjective
1167,لطيف,latif,kind;pleasant,adjective
1168,مبدأ,mabda,principle,noun
1169,طيب,tayyib,good;kind,adjective
1170,مفهوم,mafhum,concept,noun
1171,سيئ,sayyi,bad,adjective
1172,حجة,hujja,argument;proof,noun
1173,ذكي,dhaki,intelligent,adjective
1174,دليل,dalil,evidence;guide,noun
1175,غبي,ghabi,stupid,adjective
1176,حكيم,hakim,wise,adjective
1177,شجاع,shuja,brave,adjective
1178,جبان,jaban,cowardly,adjective
1179,صادق,sadiq,honest,adjective
1180,كاذب,kadhib,lying,adjective
1181,أمين,amin,trustworthy,adjective
1182,مخلص,mukhlis,sincere;loyal,adjective
1183,كريم,karim,generous,adjective
1184,بخيل,bakhil,stingy,adjective
1185,صبور,sabur,patient,adjective
1186,عصبي,asabi,nervous,adjective
1187,هادئ,hadi,calm,adjective
1188,نشط,nashit,active,adjective
1189,كسول,kasul,lazy,adjective
1190,متحمس,mutahammis,enthusiastic,adjective
1191,متأكد,muta-akkid,certain,adjective
1192,محتمل,muhtamal,likely;possible,adjective
1193,واضح,wadih,clear,adjective
1194,غامض,ghamid,ambiguous,adjective
1195,صريح,sarih,direct;frank,adjective
1196,دقيق,daqiq,accurate;precise,adjective
1197,محدد,muhaddad,specific;defined,adjective
1198,تراجع,taraju,decline,noun
1199,ناقص,naqis,incomplete,adjective
1200,انخفاض,inkhifad,decrease,noun
1201,متكامل,mutakamil,integrated,adjective
1202,ارتفاع,irtifa,increase;rise,noun
1203,أساسي,asasi,basic;fundamental,adjective
1204,إضافي,idafi,additional,adjective
1205,اختياري,ikhtiyari,optional,adjective
1206,إلزامي,ilzami,mandatory,adjective
1207,مؤقت,mu-aqqat,temporary,adjective
1208,دائم,da-im,permanent,adjective
1209,مستمر,mustamir,continuous,adjective
1210,متوقف,mutawaqqif,stopped,adjective
1211,سابق,sabiq,previous,adjective
1212,لاحق,lahiq,subsequent,adjective
1213,تطوير,tatwir,development,noun
1214,حالي,hali,current,adjective
1215,قادم,qadim,coming;next,adjective
1216,ماضي,madi,past,adjective
1217,مؤخر,mu-akhkhar,delayed,adjective
1218,مبكر,mubakkir,early,adjective
1219,متأخر,muta-akhkhir,late,adjective
1220,يومي,yawmi,daily,adjective
1221,أسبوعي,usbui,weekly,adjective
1222,شهري,shahri,monthly,adjective
1223,سنوي,sanawi,annual,adjective
1224,نادر,nadir,rare,adjective
1225,شائع,sha-i,common,adjective
1226,منتشر,muntashir,widespread,adjective
1227,مركزي,markazi,central,adjective
1228,هامشي,hamishi,marginal,adjective
1229,مستقل,mustaqill,independent,adjective
1230,تابع,tabe,dependent,adjective
1231,مرتبط,murtabit,connected,adjective
1232,منفصل,munfasil,separate,adjective
1233,مشترك,mushtarak,shared;common,adjective
1234,متعدد,mutadadd,multiple,adjective
1235,مزدوج,muzdawij,double,adjective
1236,فرد,fard,individual,noun
1237,ثنائي,thuna-i,dual;binary,adjective
1238,مركب,murakkab,compound,adjective
1239,بسيط,basit,simple,adjective
1240,معقد,mu-aqqad,complex,adjective
1241,ظاهرة,zاهرة,phenomenon,noun
1242,فساد,fasad,corruption,noun
1243,مباشر,mubashir,direct,adjective
1244,غير مباشر,ghayr mubashir,indirect,adjective
1245,فعلي,fili,actual;verbal,adjective
1246,اسمي,ismi,nominal,adjective
1247,عشوائي,ashwa-i,random,adjective
1248,منتظم,muntazam,regular,adjective
1249,غير منتظم,ghayr muntazam,irregular,adjective
1250,متوقع,mutawaqqa,expected,adjective
1251,مفاجئ,mufaji,sudden;surprising,adjective
1252,ممل,mumill,boring,adjective
1253,ممتع,mumti,enjoyable,adjective
1254,خطير,khatir,dangerous,adjective
1255,خاطئ,khati,wrong,adjective
1256,صحيح,sahih,correct;healthy,adjective
1257,تقريبي,taqribi,approximate,adjective
1258,غير رسمي,ghayr rasmi,informal,adjective
1259,شفهي,shafahi,oral,adjective
1260,انتهج,intahaja,adopt a method,verb
1261,مكتوب,maktub,written,adjective
1262,مرئي,mar-i,visible,adjective
1263,مسموع,masmu,audible,adjective
1264,ملحوظ,malhuz,noticeable,adjective
1265,عاجز,ajiz,unable,adjective
1266,هوية,hawiyya,identity,noun
1267,قادر,qadir,able,adjective
1268,فعال,fa-al,effective,adjective
1269,غير فعال,ghayr fa-al,ineffective,adjective
1270,واسع الانتشار,wasi al-intishar,widespread,adjective
1271,انتقال,intiqal,transition;move,noun
1272,مرتفع,murtafi,high,adjective
1273,منخفض,munkhafid,low,adjective
1274,متوسط,mutawassit,average;medium,adjective
1275,كبير السن,kabir as-sinn,elderly,adjective
1276,صغير السن,saghir as-sinn,young,adjective
1277,بالغ,baligh,adult,adjective
1278,قاصر,qasir,minor,adjective
1279,إنساني,insani,humanitarian;human,adjective
1280,عالمي,alami,global,adjective
1281,ازداد,izdada,increase,verb
1282,ارتفع,irtafa,rise,verb
1283,انخفض,inkhafada,decrease,verb
1284,نوعية,nawiyya,quality;qualitative nature,noun
1285,جودة,jawda,quality,noun
1286,انتقل,intaqala,move;transfer,verb
1287,ثبت,thabata,prove;remain firm,verb
1288,صحة,sihha,health,noun
1289,علاج,ilaj,treatment,noun
1290,أمر,amr,matter;command,noun
1291,موضوع,mawdu,topic;subject,noun
1292,رابط,rabit,link,noun
1293,صلة,sila,connection,noun
1294,مقارنة,muqarana,comparison,noun
1295,مستوى,mustawa,level,noun
1296,نوع,naw,type,noun
1297,شكل,shakl,form;shape,noun
1298,نموذج,namudhaj,model;example,noun
1299,يراقب,yuraqib,monitor,verb
1300,وسيلة,wasila,means,noun
1301,أداة,ada,tool,noun
1302,يقبل,yaqbal,accept,verb
1303,نية,niyya,intention,noun
1304,مرحلة,marhala,stage,noun
1305,مخطط,mukhatat,diagram;plan,noun
1306,خطوة,khatwa,step,noun
1307,حالة,hala,state;condition,noun
1308,ظرف,zarf,circumstance,noun
1309,إمكانية,imkaniyya,possibility,noun
1310,يعبر,yuabbir,express,verb
1311,احتمال,ihtimal,probability;possibility,noun
1312,يؤكد,yuakkid,confirm,verb
1313,إرادة,irada,will,noun
1314,سلطة,sulta,authority;power,noun
1315,قوة,quwwa,strength;power,noun
1316,يذكر,yadhkur,mention,verb
1317,سيطرة,saytara,control,noun
1318,نفوذ,nufudh,influence,noun
1319,تحسن,tahassun,improvement,noun
1320,نمو,numu,growth,noun
1321,انهيار,inhiyar,collapse,noun
1322,نجاح,najah,success,noun
1323,إنجاز,injaz,achievement,noun
1324,محاولة,muhawala,attempt,noun
1325,مشاركة,musharaka,participation,noun
1326,منافسة,munafasa,competition,noun
1327,صراع,sira,conflict,noun
1328,نزاع,niza,dispute,noun
1329,تفاهم,tafahum,understanding;mutual understanding,noun
1330,مفاوضات,mufawadat,negotiations,noun
1331,وجهة نظر,wajhat nazar,point of view,noun
1332,يثبت,yuthbit,prove,verb
1333,وجه,wajh,face,noun
1334,معلومة,maluma,piece of information,noun
1335,بيان,bayan,statement;declaration,noun
1336,افتراض,iftirad,assumption,noun
1337,نظرية,nazariyya,theory,noun
1338,برهان,burhan,proof,noun
1339,وهم,wahm,illusion,noun
1340,يقين,yaqin,certainty,noun
1341,وسائط,wasait,media,noun
1342,دقة,diqqa,accuracy,noun
1343,إعلام,ilam,media;information,noun
1344,وضوح,wuduh,clarity,noun
1345,غموض,ghumud,ambiguity,noun
1346,يمنع,yamna,prevent,verb
1347,تفصيل,tafsil,detail,noun
1348,ملخص,mulakhkhas,summary,noun
1349,خلاصة,khulasa,summary;essence,noun
1350,مقدمة,muqaddima,introduction,noun
1351,يحمي,yahmi,protect,verb
1352,محتوى,muhtawa,content,noun
1353,فهرس,fihris,index;table of contents,noun
1354,فقرة,fiqra,paragraph,noun
1355,سطر,satr,line,noun
1356,نص,nass,text,noun
1357,عبارة,ibara,phrase;expression,noun
1358,تعبير,tabir,expression,noun
1359,مصطلح,mustalah,term,noun
1360,معجم,mu-jam,dictionary,noun
1361,قاموس,qamus,dictionary,noun
1362,مرادف,muradif,synonym,noun
1363,مقابل,muqabil,equivalent;counterpart,noun
1364,سياق,siyaq,context,noun
1365,مضمون,madmun,content;meaning,noun
1366,استخدام,istikhdam,use;usage,noun
1367,استعمال,istimal,use,noun
1368,بناء,bina,building;construction,noun
1369,تركيب,tarkib,structure;composition,noun
1370,ترتيب,tartib,arrangement;order,noun
1371,تنظيم,tanzim,organization,noun
1372,تقسيم,taqsim,division,noun
1373,إضافة,idafa,addition,noun
1374,إزالة,izala,removal,noun
1375,اختصار,ikhtisar,abbreviation;summary,noun
1376,توسيع,tawsi,expansion,noun
1377,تحسين,tahsin,improvement,noun
1378,تعديل,tadil,modification,noun
1379,إصلاح,islah,reform;repair,noun
1380,تحويل,tahwil,conversion,noun
1381,مسار,masar,path;course,noun
1382,وصول,wusul,arrival,noun
1383,مغادرة,mughadara,departure,noun
1384,عودة,awda,return,noun
1385,دخول,dukhul,entry,noun
1386,خروج,khuruj,exit,noun
1387,لقاء,liqa,meeting,noun
1388,زيارة,ziyara,visit,noun
1389,مكالمة,mukalama,phone call,noun
1390,مقابلة,muqabala,interview;meeting,noun
1391,مهرجان,mahrajan,festival,noun
1392,احتفال,ihtifal,celebration,noun
1393,هدية,hadiyya,gift,noun
1394,ذكرى,dhikra,memory;anniversary,noun
1395,حادث,hadith,accident;incident,noun
1396,بطل,batal,hero,noun
1397,عدو,adu,enemy,noun
1398,مضيف,mudif,host,noun
1399,اكتمل,iktamala,be completed,verb
1400,قيادة,qiyada,leadership,noun
1401,رئاسة,ri-asa,presidency;leadership,noun
1402,مسؤول,mas-ul,official;person responsible,noun
1403,أزمة,azma,crisis,noun
1404,اتفاقية,ittifaqiyya,agreement;treaty,noun
1405,استمارة,istimara,form,noun
1406,استيراد,istirad,import,noun
1407,تشاؤم,tasha-um,pessimism,noun
1408,تصدير,tasdir,export,noun
1409,تفاؤل,tafa-ul,optimism,noun
1410,تهديد,tahdid,threat,noun
1411,حدود,hudud,borders;limits,noun
1412,حريات,hurriyyat,freedoms,noun
1413,خلاف,khilaf,disagreement,noun
1414,سياحة,siyaha,tourism,noun
1415,شكوك,shukuk,doubts,noun
1416,غالبية,ghalibiyya,majority,noun
1417,قاضٍ,qadin,judge,noun
1418,ماضٍ,madi,past,noun
1419,مجرم,mujrim,criminal,noun
1420,محامٍ,muhamin,lawyer,noun
1421,معارضة,muarada,opposition,noun
1422,منطق,mantiq,logic,noun
1423,وطن,watan,homeland,noun
1424,دور,dawr,role;turn,noun
1425,توسع,tawassaa,expand,verb
1426,مهمة,muhimma,task;mission,noun
1427,انكمش,inkamasha,shrink,verb
1428,حظر,hazr,ban,noun
1429,نما,nama,grow,verb
1430,سماح,samah,permission,noun
1431,ازدهر,izdahara,prosper,verb
1432,شرط,shart,condition,noun
1433,انهار,inhara,collapse,verb
1434,استثناء,istithna,exception,noun
1435,تشريع,tashri,legislation,noun
1436,دعوى,dawa,lawsuit;claim,noun
1437,اختفى,ikhtafa,disappear,verb
1438,جريمة,jarima,crime,noun
1439,بدا,bada,seem,verb
1440,عقوبة,uquba,punishment,noun
1441,شرطة,shurta,police,noun
1442,جيش,jaysh,army,noun
1443,استقر,istaqarra,settle;stabilize,verb
1444,دفاع,difa,defense,noun
1445,اضطرب,idtaraba,be disturbed,verb
1446,هجوم,hujum,attack,noun
1447,انتشر,intashara,spread,verb
1448,معاهدة,muahada,treaty,noun
1449,انفصل,infasala,separate,verb
1450,دبلوماسية,diblumasiyya,diplomacy,noun
1451,ارتبط,irtabata,be connected,verb
1452,سفير,safir,ambassador,noun
1453,حملة,hamla,campaign,noun
1454,ينبغي,yanbaghi,should,verb
1455,أغلبية,aghlabiyya,majority,noun
1456,يجب,yajibu,must,verb
1457,أقلية,aqalliyya,minority,noun
1458,يستطيع,yastati,can,verb
1459,أمة,umma,nation;community,noun
1460,يمكن,yumkin,be possible,verb
1461,جنسية,jinsiyya,nationality,noun
1462,يتطلب,yatatallab,require,verb
1463,تراث,turath,heritage,noun
1464,حضارة,hadara,civilization,noun
1465,طبقة,tabaqa,class;layer,noun
1466,فئة,fi-a,category;group,noun
1467,جيل,jil,generation,noun
1468,شباب,shabab,youth,noun
1469,طفولة,tufula,childhood,noun
1470,شيخوخة,shaykhukha,old age,noun
1471,فقر,faqr,poverty,noun
1472,غنى,ghina,wealth,noun
1473,ثروة,tharwa,wealth,noun
1474,هجرة,hijra,migration,noun
1475,لاجئ,laji,refugee,noun
1476,سكان,sukkan,population,noun
